_id	_cws.church.foc10.nav.weight.nobound	_count.church.foc10.nav.weight.nobound	_cws.church.foc10.nav.selection.nobound	_count.church.foc10.nav.selection.nobound	_cws.church.foc10.nav.noweight.nobound	_count.church.foc10.nav.noweight.nobound	_cws.church.foc10.all.weight.nobound	_count.church.foc10.all.weight.nobound	_cws.church.foc10.all.selection.nobound	_count.church.foc10.all.selection.nobound	_cws.church.foc10.all.noweight.nobound	_count.church.foc10.all.noweight.nobound	_cws.church.foc5.nav.weight.nobound	_count.church.foc5.nav.weight.nobound	_cws.church.foc5.nav.selection.nobound	_count.church.foc5.nav.selection.nobound	_cws.church.foc5.nav.noweight.nobound	_count.church.foc5.nav.noweight.nobound	_cws.church.foc5.all.weight.nobound	_count.church.foc5.all.weight.nobound	_cws.church.foc5.all.selection.nobound	_count.church.foc5.all.selection.nobound	_cws.church.foc5.all.noweight.nobound	_count.church.foc5.all.noweight.nobound	_cws.church.foc10.nav.weight.bound	_count.church.foc10.nav.weight.bound	_cws.church.foc10.nav.selection.bound	_count.church.foc10.nav.selection.bound	_cws.church.foc10.nav.noweight.bound	_count.church.foc10.nav.noweight.bound	_cws.church.foc10.all.weight.bound	_count.church.foc10.all.weight.bound	_cws.church.foc10.all.selection.bound	_count.church.foc10.all.selection.bound	_cws.church.foc10.all.noweight.bound	_count.church.foc10.all.noweight.bound	_cws.church.foc5.nav.weight.bound	_count.church.foc5.nav.weight.bound	_cws.church.foc5.nav.selection.bound	_count.church.foc5.nav.selection.bound	_cws.church.foc5.nav.noweight.bound	_count.church.foc5.nav.noweight.bound	_cws.church.foc5.all.weight.bound	_count.church.foc5.all.weight.bound	_cws.church.foc5.all.selection.bound	_count.church.foc5.all.selection.bound	_cws.church.foc5.all.noweight.bound	_count.church.foc5.all.noweight.bound
church/n/wlp_gb_b02/2972372	argue/v;building/n;entrust/v;jesus/n	4.0	argue/v;building/n;entrust/v;jesus/n	4.0	argue/v;bad/j;building/n;day/n;entrust/v;jesus/n;might/v	7	and/c;argue/v;building/n;entrust/v;jesus/n;of/i	6	and/c;argue/v;building/n;entrust/v;jesus/n;of/i	6	and/c;argue/v;bad/j;building/n;day/n;entrust/v;him/p;jesus/n;might/v;of/i;on/i;promptly/r;that/c;who/p;with/i;you/p	16	building/n	1.0	building/n	1.0	bad/j;building/n;day/n	3	and/c;building/n;of/i	3.0	and/c;building/n;of/i	3.0	and/c;bad/j;building/n;day/n;of/i;on/i;with/i	7	argue/v;building/n;entrust/v;jesus/n	4.0	argue/v;building/n;entrust/v;jesus/n	4.0	argue/v;bad/j;building/n;day/n;entrust/v;jesus/n;might/v	7	and/c;argue/v;building/n;entrust/v;jesus/n;of/i	6	and/c;argue/v;building/n;entrust/v;jesus/n;of/i	6	and/c;argue/v;bad/j;building/n;day/n;entrust/v;him/p;jesus/n;might/v;of/i;on/i;promptly/r;that/c;who/p;with/i;you/p	16	building/n	1.0	building/n	1.0	bad/j;building/n;day/n	3.0	and/c;building/n;of/i	3.0	and/c;building/n;of/i	3.0	and/c;bad/j;building/n;day/n;of/i;on/i;with/i	7
church/n/wlp_gb_b03/14784009	fundamentalist/j;gay/n;lesbian/n;scapegoat/n;true/j	5.0	fundamentalist/j;gay/n;lesbian/n;scapegoat/n;true/j	5.0	be/v;fundamentalist/j;gay/n;have/v;lesbian/n;scapegoat/n;true/j;us/n;use/v	9	and/c;disproportionately/r;fundamentalist/j;gay/n;in/i;lesbian/n;scapegoat/n;true/j	8	and/c;disproportionately/r;fundamentalist/j;gay/n;in/i;lesbian/n;scapegoat/n;true/j	8	and/c;as/c;be/v;disproportionately/r;fundamentalist/j;gay/n;have/v;in/i;lesbian/n;not/x;scapegoat/n;true/j;us/n;us/p;use/v	15	fundamentalist/j;gay/n	2.0	fundamentalist/j;gay/n	2.0	fundamentalist/j;gay/n;have/v;us/n;use/v	5	disproportionately/r;fundamentalist/j;gay/n	3.0	disproportionately/r;fundamentalist/j;gay/n	3.0	disproportionately/r;fundamentalist/j;gay/n;have/v;us/n;us/p;use/v	7	fundamentalist/j;gay/n;lesbian/n;scapegoat/n;true/j	5.0	fundamentalist/j;gay/n;lesbian/n;scapegoat/n;true/j	5.0	be/v;fundamentalist/j;gay/n;have/v;lesbian/n;scapegoat/n;true/j;us/n;use/v	9	and/c;disproportionately/r;fundamentalist/j;gay/n;in/i;lesbian/n;scapegoat/n;true/j	8	and/c;disproportionately/r;fundamentalist/j;gay/n;in/i;lesbian/n;scapegoat/n;true/j	8	and/c;as/c;be/v;disproportionately/r;fundamentalist/j;gay/n;have/v;in/i;lesbian/n;not/x;scapegoat/n;true/j;us/n;us/p;use/v	15	fundamentalist/j;gay/n	2.0	fundamentalist/j;gay/n	2.0	fundamentalist/j;gay/n;have/v;us/n;use/v	5.0	disproportionately/r;fundamentalist/j;gay/n	3.0	disproportionately/r;fundamentalist/j;gay/n	3.0	disproportionately/r;fundamentalist/j;gay/n;have/v;us/n;us/p;use/v	7
church/n/wlp_gb_b03/19311867	catholic/j;church/n;demonstrate/v	3.0	catholic/j;church/n;demonstrate/v	3.0	action/n;battle/n;be/v;catholic/j;church/n;demonstrate/v;department/n;do/v;have/v	9	between/i;by/i;catholic/j;church/n;demonstrate/v;of/i	6	between/i;by/i;catholic/j;church/n;demonstrate/v;of/i	6	action/n;battle/n;be/v;between/i;by/i;catholic/j;church/n;demonstrate/v;department/n;do/v;essentially/r;have/v;it/p;of/i;that/c	15	catholic/j;church/n;demonstrate/v	3.0	catholic/j;church/n;demonstrate/v	3.0	catholic/j;church/n;demonstrate/v;department/n;have/v	5	by/i;catholic/j;church/n;demonstrate/v;of/i	5.0	by/i;catholic/j;church/n;demonstrate/v;of/i	5.0	by/i;catholic/j;church/n;demonstrate/v;department/n;have/v;of/i	7	catholic/j;church/n;demonstrate/v	3.0	catholic/j;church/n;demonstrate/v	3.0	action/n;battle/n;be/v;catholic/j;church/n;demonstrate/v;department/n;do/v;have/v	9	between/i;by/i;catholic/j;church/n;demonstrate/v;of/i	6	between/i;by/i;catholic/j;church/n;demonstrate/v;of/i	6	action/n;battle/n;be/v;between/i;by/i;catholic/j;church/n;demonstrate/v;department/n;do/v;essentially/r;have/v;it/p;of/i;that/c	15	catholic/j;church/n;demonstrate/v	3.0	catholic/j;church/n;demonstrate/v	3.0	catholic/j;church/n;demonstrate/v;department/n;have/v	5.0	by/i;catholic/j;church/n;demonstrate/v;of/i	5.0	by/i;catholic/j;church/n;demonstrate/v;of/i	5.0	by/i;catholic/j;church/n;demonstrate/v;department/n;have/v;of/i	7
church/n/wlp_gb_b03/1952513	cafe/n;other/j;shop/n	3.0	cafe/n;other/j;shop/n	3.0	business/n;cafe/n;other/j;realize/v;shop/n;way/n	6	and/c;as/i;cafe/n;other/j;shop/n;well/i	6	and/c;as/i;cafe/n;other/j;shop/n;well/i	6	and/c;as/i;business/n;cafe/n;on/i;other/j;realize/v;shop/n;so/r;suddenly/r;that/c;through/r;way/n;we/p;well/i	15					business/n;way/n	2	as/i;well/i	2.0	as/i;well/i	2.0	as/i;business/n;on/i;so/r;through/r;way/n;well/i	7	cafe/n;other/j;shop/n	3.0	cafe/n;other/j;shop/n	3.0	business/n;cafe/n;other/j;shop/n;way/n	5	and/c;as/i;cafe/n;other/j;shop/n;well/i	6	and/c;as/i;cafe/n;other/j;shop/n;well/i	6	and/c;as/i;business/n;cafe/n;on/i;other/j;shop/n;through/r;way/n;well/i	10					business/n;way/n	2.0	as/i;well/i	2.0	as/i;well/i	2.0	as/i;business/n;on/i;through/r;way/n;well/i	6
church/n/wlp_gb_b03/4026962	park/n;teal/n	2.0	park/n;teal/n	2.0	be/v;bus/n;could/v;give/v;minute/n;park/n;teal/n	7	from/i;park/n;teal/n;to/i	4	from/i;park/n;teal/n;to/i	4	be/v;bus/n;could/v;from/i;give/v;if/c;just/r;minute/n;on/i;park/n;rather/r;teal/n;tight/r;to/i	14	park/n;teal/n	2.0	park/n;teal/n	2.0	could/v;give/v;minute/n;park/n;teal/n	5	from/i;park/n;teal/n;to/i	4.0	from/i;park/n;teal/n;to/i	4.0	could/v;from/i;give/v;just/r;minute/n;park/n;teal/n;to/i	8	park/n;teal/n	2.0	park/n;teal/n	2.0	be/v;bus/n;could/v;give/v;minute/n;park/n;teal/n	7	from/i;park/n;teal/n;to/i	4	from/i;park/n;teal/n;to/i	4	be/v;bus/n;could/v;from/i;give/v;if/c;just/r;minute/n;on/i;park/n;rather/r;teal/n;tight/r;to/i	14	park/n;teal/n	2.0	park/n;teal/n	2.0	could/v;give/v;minute/n;park/n;teal/n	5.0	from/i;park/n;teal/n;to/i	4.0	from/i;park/n;teal/n;to/i	4.0	could/v;from/i;give/v;just/r;minute/n;park/n;teal/n;to/i	8
church/n/wlp_gb_b03/4217936	go/v	1.0	go/v	1.0	alternative/n;book/n;do/v;get/v;go/v;help/v;subscribe/v;want/v;will/v	9	go/v;to/i	2	go/v;to/i	2	alternative/n;book/n;but/c;do/v;get/v;go/v;help/v;subscribe/v;to/i;want/v;will/v;you/p	12	go/v	1.0	go/v	1.0	book/n;get/v;go/v;want/v	4	go/v;to/i	2.0	go/v;to/i	2.0	book/n;get/v;go/v;to/i;want/v;you/p	6	go/v	1.0	go/v	1.0	alternative/n;book/n;do/v;get/v;go/v;help/v;subscribe/v;want/v;will/v	9	go/v;to/i	2	go/v;to/i	2	alternative/n;book/n;but/c;do/v;get/v;go/v;help/v;subscribe/v;to/i;want/v;will/v;you/p	12	go/v	1.0	go/v	1.0	book/n;get/v;go/v;want/v	4.0	go/v;to/i	2.0	go/v;to/i	2.0	book/n;get/v;go/v;to/i;want/v;you/p	6
church/n/wlp_gb_b03/6023150	existence/n;leipzig/n;visit/v	3.0	existence/n;leipzig/n;visit/v	3.0	band/n;be/v;do/v;existence/n;good/j;head/v;leipzig/n;roll/n;show/n;visit/v	10	existence/n;in/i;leipzig/n;visit/v	4	existence/n;in/i;leipzig/n;visit/v	4	band/n;be/v;before/i;do/v;existence/n;for/i;good/j;head/v;i/p;in/i;leipzig/n;off/r;roll/n;show/n;visit/v;we/p	16	visit/v	1.0	visit/v	1.0	do/v;good/j;head/v;visit/v	4	visit/v	1.0	visit/v	1.0	before/i;do/v;for/i;good/j;head/v;off/r;visit/v;we/p	8	existence/n;visit/v	2.0	existence/n;visit/v	2.0	band/n;do/v;existence/n;good/j;head/v;roll/n;show/n;visit/v	8	existence/n;in/i;visit/v	3	existence/n;in/i;visit/v	3	band/n;before/i;do/v;existence/n;for/i;good/j;head/v;i/p;in/i;off/r;roll/n;show/n;visit/v;we/p	14	visit/v	1.0	visit/v	1.0	do/v;good/j;head/v;visit/v	4.0	visit/v	1.0	visit/v	1.0	before/i;do/v;for/i;good/j;head/v;off/r;visit/v;we/p	8
church/n/wlp_gb_b03/7606310	auspice/n;catholic/j;organization/n;responsible/j	4.0	auspice/n;catholic/j;organization/n;responsible/j	4.0	auspice/n;be/v;catholic/j;organization/n;quarter/n;responsible/j;run/v	7	alone/r;auspice/n;catholic/j;of/i;organization/n;responsible/j;under/i	7	alone/r;auspice/n;catholic/j;of/i;organization/n;responsible/j;under/i	7	alone/r;auspice/n;be/v;catholic/j;for/i;nearly/r;of/i;organization/n;quarter/n;responsible/j;run/v;under/i	12	catholic/j;organization/n;responsible/j	3.0	catholic/j;organization/n;responsible/j	3.0	be/v;catholic/j;organization/n;responsible/j	4	alone/r;catholic/j;organization/n;responsible/j	4.0	alone/r;catholic/j;organization/n;responsible/j	4.0	alone/r;be/v;catholic/j;for/i;nearly/r;organization/n;responsible/j	7	catholic/j;responsible/j	2.0	catholic/j;responsible/j	2.0	be/v;catholic/j;quarter/n;responsible/j	4	alone/r;catholic/j;of/i;responsible/j	4	alone/r;catholic/j;of/i;responsible/j	4	alone/r;be/v;catholic/j;for/i;nearly/r;of/i;quarter/n;responsible/j	8	catholic/j;responsible/j	2.0	catholic/j;responsible/j	2.0	be/v;catholic/j;responsible/j	3.0	alone/r;catholic/j;responsible/j	3.0	alone/r;catholic/j;responsible/j	3.0	alone/r;be/v;catholic/j;for/i;nearly/r;responsible/j	6
church/n/wlp_gb_b04/10291935					cold/n;conjure/v;dense/j;evening/n;have/v;manage/v;soundscape/n;warm/j	8	and/c;of/i;outside/i	3	and/c;of/i;outside/i	3	and/c;cold/n;conjure/v;dense/j;despite/i;evening/n;have/v;he/p;manage/v;of/i;on/i;outside/i;soundscape/n;up/r;warm/j	15					cold/n;conjure/v;warm/j	3	and/c;outside/i	2.0	and/c;outside/i	2.0	and/c;cold/n;conjure/v;despite/i;outside/i;up/r;warm/j	7					cold/n;conjure/v;dense/j;evening/n;have/v;manage/v;soundscape/n;warm/j	8	and/c;of/i;outside/i	3	and/c;of/i;outside/i	3	and/c;cold/n;conjure/v;dense/j;despite/i;evening/n;have/v;he/p;manage/v;of/i;on/i;outside/i;soundscape/n;up/r;warm/j	15					cold/n;conjure/v;warm/j	3.0	and/c;outside/i	2.0	and/c;outside/i	2.0	and/c;cold/n;conjure/v;despite/i;outside/i;up/r;warm/j	7
church/n/wlp_gb_b04/1988007	ground/n;jesus/n;true/j	3.0	ground/n;jesus/n;true/j	3.0	be/v;fall/v;grain/n;ground/n;jesus/n;tell/v;true/j;wheat/n	8	and/c;ground/n;jesus/n;of/i;to/i;true/j	6	and/c;ground/n;jesus/n;of/i;to/i;true/j	6	about/i;also/r;and/c;be/v;fall/v;grain/n;ground/n;himself/p;jesus/n;of/i;tell/v;to/i;true/j;unless/c;us/p;wheat/n	16	true/j	1.0	true/j	1.0	be/v;grain/n;true/j;wheat/n	4	of/i;true/j	2.0	of/i;true/j	2.0	also/r;be/v;grain/n;himself/p;of/i;true/j;unless/c;wheat/n	8	ground/n;jesus/n;true/j	3.0	ground/n;jesus/n;true/j	3.0	be/v;fall/v;grain/n;ground/n;jesus/n;tell/v;true/j;wheat/n	8	and/c;ground/n;jesus/n;of/i;to/i;true/j	6	and/c;ground/n;jesus/n;of/i;to/i;true/j	6	about/i;also/r;and/c;be/v;fall/v;grain/n;ground/n;himself/p;jesus/n;of/i;tell/v;to/i;true/j;unless/c;us/p;wheat/n	16	true/j	1.0	true/j	1.0	be/v;grain/n;true/j;wheat/n	4.0	of/i;true/j	2.0	of/i;true/j	2.0	also/r;be/v;grain/n;himself/p;of/i;true/j;unless/c;wheat/n	8
church/n/wlp_gb_b04/402386	build/v;call/v;county/n;early/j;felixstowe/n;place/n;priory/n	7.0	build/v;call/v;county/n;early/j;felixstowe/n;place/n;priory/n	7.0	be/v;build/v;call/v;county/n;early/j;felixstowe/n;place/n;plethora/n;priory/n;result/n	10	and/c;around/i;as/i;build/v;call/v;county/n;early/j;felixstowe/n;of/i;place/n;priory/n	11	and/c;around/i;as/i;build/v;call/v;county/n;early/j;felixstowe/n;of/i;place/n;priory/n	11	and/c;around/i;as/i;be/v;build/v;call/v;county/n;early/j;felixstowe/n;lots/p;now/r;of/i;place/n;plethora/n;priory/n;result/n	16	build/v;county/n;early/j	3.0	build/v;county/n;early/j	3.0	be/v;build/v;county/n;early/j;result/n	5	around/i;build/v;county/n;early/j	4.0	around/i;build/v;county/n;early/j	4.0	around/i;be/v;build/v;county/n;early/j;lots/p;result/n	7	build/v;call/v;county/n;early/j;felixstowe/n;place/n;priory/n	7.0	build/v;call/v;county/n;early/j;felixstowe/n;place/n;priory/n	7.0	be/v;build/v;call/v;county/n;early/j;felixstowe/n;place/n;plethora/n;priory/n;result/n	10	and/c;around/i;as/i;build/v;call/v;county/n;early/j;felixstowe/n;of/i;place/n;priory/n	11	and/c;around/i;as/i;build/v;call/v;county/n;early/j;felixstowe/n;of/i;place/n;priory/n	11	and/c;around/i;as/i;be/v;build/v;call/v;county/n;early/j;felixstowe/n;lots/p;now/r;of/i;place/n;plethora/n;priory/n;result/n	16	build/v;county/n;early/j	3.0	build/v;county/n;early/j	3.0	be/v;build/v;county/n;early/j;result/n	5.0	around/i;build/v;county/n;early/j	4.0	around/i;build/v;county/n;early/j	4.0	around/i;be/v;build/v;county/n;early/j;lots/p;result/n	7
church/n/wlp_gb_b04/5159092	body/n;catholic/j;free/j;institution/n;link/v;need/n;religious/j	7.0	body/n;catholic/j;free/j;institution/n;link/v;need/n;religious/j	7.0	act/v;be/v;body/n;catholic/j;free/j;institution/n;link/v;need/n;possible/j;religious/j	10	accordance/i;body/n;catholic/j;free/j;in/i;including/i;institution/n;link/v;need/n;religious/j;to/i	11	accordance/i;body/n;catholic/j;free/j;in/i;including/i;institution/n;link/v;need/n;religious/j;to/i	11	accordance/i;act/v;be/v;body/n;catholic/j;free/j;in/i;including/i;institution/n;link/v;need/n;possible/j;religious/j;to/i;with/i	15	catholic/j;free/j;institution/n;link/v;need/n	5.0	catholic/j;free/j;institution/n;link/v;need/n	5.0	be/v;catholic/j;free/j;institution/n;link/v;need/n	6	catholic/j;free/j;institution/n;link/v;need/n;to/i	6.0	catholic/j;free/j;institution/n;link/v;need/n;to/i	6.0	be/v;catholic/j;free/j;institution/n;link/v;need/n;to/i	7	body/n;catholic/j;free/j;institution/n;link/v;need/n;religious/j	7.0	body/n;catholic/j;free/j;institution/n;link/v;need/n;religious/j	7.0	act/v;be/v;body/n;catholic/j;free/j;institution/n;link/v;need/n;possible/j;religious/j	10	accordance/i;body/n;catholic/j;free/j;in/i;including/i;institution/n;link/v;need/n;religious/j;to/i	11	accordance/i;body/n;catholic/j;free/j;in/i;including/i;institution/n;link/v;need/n;religious/j;to/i	11	accordance/i;act/v;be/v;body/n;catholic/j;free/j;in/i;including/i;institution/n;link/v;need/n;possible/j;religious/j;to/i;with/i	15	catholic/j;free/j;institution/n;link/v;need/n	5.0	catholic/j;free/j;institution/n;link/v;need/n	5.0	be/v;catholic/j;free/j;institution/n;link/v;need/n	6.0	catholic/j;free/j;institution/n;link/v;need/n;to/i	6.0	catholic/j;free/j;institution/n;link/v;need/n;to/i	6.0	be/v;catholic/j;free/j;institution/n;link/v;need/n;to/i	7
church/n/wlp_gb_b05/15439757	giamatti/n;haden/n;ne/n;paul/n;thomas/n	5.0	giamatti/n;haden/n;ne/n;paul/n;thomas/n	5.0	alexander/n;be/v;come/v;dinner/n;giamatti/n;haden/n;have/v;ne/n;paul/n;payne/n;plus/n;pour/v;thomas/n;wine/n	14	and/c;giamatti/n;haden/n;ne/n;paul/n;thomas/n	6	and/c;giamatti/n;haden/n;ne/n;paul/n;thomas/n	6	alexander/n;and/c;be/v;come/v;dinner/n;giamatti/n;haden/n;have/v;i/p;ne/n;out/r;paul/n;payne/n;plus/n;pour/v;thomas/n;wine/n;with/i	18	giamatti/n;haden/n;paul/n;thomas/n	4.0	giamatti/n;haden/n;paul/n;thomas/n	4.0	be/v;giamatti/n;haden/n;paul/n;pour/v;thomas/n;wine/n	7	and/c;giamatti/n;haden/n;paul/n;thomas/n	5.0	and/c;giamatti/n;haden/n;paul/n;thomas/n	5.0	and/c;be/v;giamatti/n;haden/n;i/p;paul/n;pour/v;thomas/n;wine/n	9	giamatti/n;haden/n;ne/n;paul/n;thomas/n	5.0	giamatti/n;haden/n;ne/n;paul/n;thomas/n	5.0	alexander/n;be/v;come/v;dinner/n;giamatti/n;haden/n;have/v;ne/n;paul/n;payne/n;plus/n;pour/v;thomas/n;wine/n	14	and/c;giamatti/n;haden/n;ne/n;paul/n;thomas/n	6	and/c;giamatti/n;haden/n;ne/n;paul/n;thomas/n	6	alexander/n;and/c;be/v;come/v;dinner/n;giamatti/n;haden/n;have/v;i/p;ne/n;out/r;paul/n;payne/n;plus/n;pour/v;thomas/n;wine/n;with/i	18	giamatti/n;haden/n;paul/n;thomas/n	4.0	giamatti/n;haden/n;paul/n;thomas/n	4.0	be/v;giamatti/n;haden/n;paul/n;pour/v;thomas/n;wine/n	7.0	and/c;giamatti/n;haden/n;paul/n;thomas/n	5.0	and/c;giamatti/n;haden/n;paul/n;thomas/n	5.0	and/c;be/v;giamatti/n;haden/n;i/p;paul/n;pour/v;thomas/n;wine/n	9
church/n/wlp_gb_b05/16582202	figure/n;galileo/n	2.0	figure/n;galileo/n	2.0	be/v;explain/v;figure/n;galileo/n;have/v;mean/v;people/n;persuade/v;time/n;would/v	10	figure/n;galileo/n;in/i;secondly/r	4	figure/n;galileo/n;in/i;secondly/r	4	be/v;explain/v;figure/n;galileo/n;have/v;he/p;in/i;mean/v;people/n;persuade/v;secondly/r;that/c;time/n;would/v	14	figure/n;galileo/n	2.0	figure/n;galileo/n	2.0	be/v;figure/n;galileo/n;mean/v;persuade/v;would/v	6	figure/n;galileo/n	2.0	figure/n;galileo/n	2.0	be/v;figure/n;galileo/n;he/p;mean/v;persuade/v;that/c;would/v	8	figure/n;galileo/n	2.0	figure/n;galileo/n	2.0	be/v;explain/v;figure/n;galileo/n;have/v;mean/v;people/n;persuade/v;time/n;would/v	10	figure/n;galileo/n;in/i;secondly/r	4	figure/n;galileo/n;in/i;secondly/r	4	be/v;explain/v;figure/n;galileo/n;have/v;he/p;in/i;mean/v;people/n;persuade/v;secondly/r;that/c;time/n;would/v	14	figure/n;galileo/n	2.0	figure/n;galileo/n	2.0	be/v;figure/n;galileo/n;mean/v;persuade/v;would/v	6.0	figure/n;galileo/n	2.0	figure/n;galileo/n	2.0	be/v;figure/n;galileo/n;he/p;mean/v;persuade/v;that/c;would/v	8
church/n/wlp_gb_b05/21375626	affirmation/n;clergy/n;minister/v;woman/n	4.0	affirmation/n;clergy/n;minister/v;woman/n	4.0	affirmation/n;be/v;clergy/n;have/v;hope/v;minister/v;woman/n;would/v	8	affirmation/n;and/c;clergy/n;effectively/r;in/i;minister/v;of/i;today/r;woman/n	9	affirmation/n;and/c;clergy/n;effectively/r;in/i;minister/v;of/i;today/r;woman/n	9	affirmation/n;and/c;be/v;clergy/n;effectively/r;have/v;hope/v;in/i;minister/v;of/i;so/r;today/r;who/p;woman/n;would/v	15	minister/v	1.0	minister/v	1.0	have/v;hope/v;minister/v;would/v	4	and/c;effectively/r;in/i;minister/v;today/r	5.0	and/c;effectively/r;in/i;minister/v;today/r	5.0	and/c;effectively/r;have/v;hope/v;in/i;minister/v;so/r;today/r;would/v	9	affirmation/n;clergy/n;minister/v;woman/n	4.0	affirmation/n;clergy/n;minister/v;woman/n	4.0	affirmation/n;be/v;clergy/n;have/v;hope/v;minister/v;woman/n;would/v	8	affirmation/n;and/c;clergy/n;effectively/r;in/i;minister/v;of/i;today/r;woman/n	9	affirmation/n;and/c;clergy/n;effectively/r;in/i;minister/v;of/i;today/r;woman/n	9	affirmation/n;and/c;be/v;clergy/n;effectively/r;have/v;hope/v;in/i;minister/v;of/i;so/r;today/r;who/p;woman/n;would/v	15	minister/v	1.0	minister/v	1.0	have/v;hope/v;minister/v;would/v	4.0	and/c;effectively/r;in/i;minister/v;today/r	5.0	and/c;effectively/r;in/i;minister/v;today/r	5.0	and/c;effectively/r;have/v;hope/v;in/i;minister/v;so/r;today/r;would/v	9
church/n/wlp_gb_b05/2409245	build/v;christian/j;nation/n;separation/n;state/n	5.0	build/v;christian/j;nation/n;separation/n;state/n	5.0	be/v;build/v;christian/j;find/v;nation/n;phrase/n;separation/n;state/n;term/n	9	and/c;as/i;build/v;christian/j;nation/n;of/i;separation/n;state/n	8	and/c;as/i;build/v;christian/j;nation/n;of/i;separation/n;state/n	8	and/c;anywhere/r;as/i;be/v;build/v;christian/j;find/v;nation/n;not/x;of/i;phrase/n;separation/n;state/n;term/n	14	separation/n;state/n	2.0	separation/n;state/n	2.0	find/v;separation/n;state/n;term/n	4	and/c;of/i;separation/n;state/n	4.0	and/c;of/i;separation/n;state/n	4.0	and/c;find/v;not/x;of/i;separation/n;state/n;term/n	7	build/v;christian/j;nation/n;separation/n;state/n	5.0	build/v;christian/j;nation/n;separation/n;state/n	5.0	be/v;build/v;christian/j;find/v;nation/n;phrase/n;separation/n;state/n;term/n	9	and/c;as/i;build/v;christian/j;nation/n;of/i;separation/n;state/n	8	and/c;as/i;build/v;christian/j;nation/n;of/i;separation/n;state/n	8	and/c;anywhere/r;as/i;be/v;build/v;christian/j;find/v;nation/n;not/x;of/i;phrase/n;separation/n;state/n;term/n	14	separation/n;state/n	2.0	separation/n;state/n	2.0	find/v;separation/n;state/n;term/n	4.0	and/c;of/i;separation/n;state/n	4.0	and/c;of/i;separation/n;state/n	4.0	and/c;find/v;not/x;of/i;separation/n;state/n;term/n	7
church/n/wlp_gb_b05/5494232	contrary/n;mouse/n;spirit/n	3.0	contrary/n;mouse/n;spirit/n	3.0	be/v;contrary/n;do/v;have/v;mean/v;mouse/n;quiet/j;scared/j;spirit/n;timid/j	10	and/c;contrary/n;mouse/n;spirit/n	4	and/c;contrary/n;mouse/n;spirit/n	4	and/c;as/c;be/v;contrary/n;do/v;have/v;mean/v;mouse/n;not/x;quiet/j;quite/r;scared/j;spirit/n;that/c;timid/j;we/p	16	contrary/n;mouse/n	2.0	contrary/n;mouse/n	2.0	contrary/n;mouse/n;quiet/j;scared/j	4	and/c;contrary/n;mouse/n	3.0	and/c;contrary/n;mouse/n	3.0	and/c;as/c;contrary/n;mouse/n;quiet/j;quite/r;scared/j;we/p	8	contrary/n;mouse/n;spirit/n	3.0	contrary/n;mouse/n;spirit/n	3.0	be/v;contrary/n;do/v;have/v;mean/v;mouse/n;quiet/j;scared/j;spirit/n;timid/j	10	and/c;contrary/n;mouse/n;spirit/n	4	and/c;contrary/n;mouse/n;spirit/n	4	and/c;as/c;be/v;contrary/n;do/v;have/v;mean/v;mouse/n;not/x;quiet/j;quite/r;scared/j;spirit/n;that/c;timid/j;we/p	16	contrary/n;mouse/n	2.0	contrary/n;mouse/n	2.0	contrary/n;mouse/n;quiet/j;scared/j	4.0	and/c;contrary/n;mouse/n	3.0	and/c;contrary/n;mouse/n	3.0	and/c;as/c;contrary/n;mouse/n;quiet/j;quite/r;scared/j;we/p	8
church/n/wlp_gb_b05/5863267	civic/j;decline/n;general/j;leader/n;morality/n;order/n	6.0	civic/j;decline/n;general/j;leader/n;morality/n;order/n	6.0	civic/j;commentator/n;decline/n;food/n;general/j;leader/n;morality/n;order/n;political/j;public/j;supply/n;talk/v	12	and/c;civic/j;decline/n;general/j;in/i;leader/n;morality/n;order/n	8	and/c;civic/j;decline/n;general/j;in/i;leader/n;morality/n;order/n	8	about/i;and/c;civic/j;commentator/n;decline/n;food/n;general/j;in/i;leader/n;morality/n;order/n;political/j;public/j;supply/n;talk/v;while/c	16	general/j;leader/n;order/n	3.0	general/j;leader/n;order/n	3.0	commentator/n;general/j;leader/n;order/n;political/j;talk/v	6	general/j;leader/n;order/n	3.0	general/j;leader/n;order/n	3.0	about/i;commentator/n;general/j;leader/n;order/n;political/j;talk/v;while/c	8	decline/n;general/j;leader/n;morality/n	4.0	decline/n;general/j;leader/n;morality/n	4.0	commentator/n;decline/n;general/j;leader/n;morality/n;political/j;public/j;talk/v	8	and/c;decline/n;general/j;in/i;leader/n;morality/n	6	and/c;decline/n;general/j;in/i;leader/n;morality/n	6	about/i;and/c;commentator/n;decline/n;general/j;in/i;leader/n;morality/n;political/j;public/j;talk/v;while/c	12	general/j;leader/n	2.0	general/j;leader/n	2.0	commentator/n;general/j;leader/n;political/j;talk/v	5.0	general/j;leader/n	2.0	general/j;leader/n	2.0	about/i;commentator/n;general/j;leader/n;political/j;talk/v;while/c	7
