_id	sentence	sense	supersense	compound_status	_text	wordform	building	comm	organization	set_of_beliefs
church/N/br-p09/150	. Wednesday nights after youth fellowship . Out of the church and into his big car , it tooling over the road with him driving and the headlights sweeping the pike ahead and after he hit college , his expansiveness , the quaint little pine board tourist courts , cabins really , with a cute naked light bulb in the ceiling ( unfrosted and naked as a streetlight , like the one on the corner where you used to play when you were a kid , where you watched the bats swooping in after the bugs , watching in between your bouts at hopscotch ) , a room complete with moths pinging the light and the few casual cockroaches cruising the walls , an insect Highway Patrol with feelers waving .	c1	C	simply_church	fellowship . Out of the <span class='hit'>church</span> and into his big car	church	material object	NR	NR	NR
church/N/br-p12/1014	took a taxi to Trastevere . `` There 's a church you should see '' , she said . And when	c1	C	simply_church	. `` There 's a <span class='hit'>church</span> you should see '' ,	church	material object	NR	NR	NR
church/N/br-p12/1063	Alberto . He let her tell him all about the church . Then they had dinner . All evening she was	c1	C	simply_church	tell him all about the <span class='hit'>church</span> . Then they had dinner	church	material object	NR	NR	NR
church/N/br-p12/1102	And in the morning when he woke up at ten the church bells were ringing . He had never heard so many	c1	C	church_compound	NA	NA	material object	NR	NR	NR
church/N/br-p12/1141	He had never heard so many bells , and as he lay there listening , he thought of her scolding him for his remarks when he had looked up at the obelisk and the church at the top of the Spanish Steps . It was	c1	C	simply_church	at the obelisk and the <span class='hit'>church</span> at the top of the	church	material object	NR	NR	NR
church/N/br-p12/1260	`` I think I 'll sleep in this morning '' , she said drowsily , and as she snuggled against him , he wondered if she ever went to church . Why did he want her to go to church	c3	C	simply_church	if she ever went to <span class='hit'>church</span> . Why did he want	church	activity	participation	NR	practice
church/N/br-p12/1270	church . Why did he want her to go to church ? he wondered . Probably because it was a place	c3	C	simply_church	want her to go to <span class='hit'>church</span> ? he wondered . Probably	church	activity	participation	NR	practice
church/N/br-p12/1309	It was too bad he had no feeling himself for church . Not his poor mother 's fault . She would	d	D	simply_church	had no feeling himself for <span class='hit'>church</span> . Not his poor mother	church	NR	participation	NR	devotion
church/N/br-p12/1433	Being a woman though , she would take only what she needed from church . It was too bad he was n't a Catholic	d	D	simply_church	only what she needed from <span class='hit'>church</span> . It was too bad	church	NR	NR	NR	doctrine
church/N/br-p12/1559	Just the same , he thought , pondering over it , it would be a good thing for a girl like Carla if she got up and went to church . A half-hour later he got her up to go	c3	C	simply_church	got up and went to <span class='hit'>church</span> . A half-hour later he	church	activity	NR	NR	practice
church/N/br-r05/1163	`` While Henry Morgan was escorting Miss Vera Green from the church social last Saturday night , a savage dog attacked them and bit Mr. Morgan on the public square '' .	b1	B	church_compound	NA	NA	activity	participation	NR	NR
