broadsense	building	count10coha	count10semcor	count5coha	count5semcor	file	sense	supersense	token_id	wf	window10	window10coha	window10semcor	window5	window5coha	window5semcor
organization	False	8.0	8.0	5.0	5.0	br-k10	a2	A	church/N/br-k10/1801	Church	, saying that he had been a bishop of the <em>Church</em> of Rome and had been persecuted in Paris for his	, <span style="font-size:17px">saying</span> that he <span style="font-size:17px">had</span> <span style="font-size:17px">been</span> a <span style="font-size:17px">bishop</span> of the <em>Church</em> <span style="font-size:17px">of</span> <span style="font-size:17px">Rome</span> and <span style="font-size:17px">had</span> <span style="font-size:17px">been</span> <span style="font-size:17px">persecuted</span> in <span style="font-size:17px">Paris</span> for his	, <span style="font-size:17px">saying</span> that he <span style="font-size:17px">had</span> <span style="font-size:17px">been</span> a <span style="font-size:17px">bishop</span> of the <em>Church</em> <span style="font-size:17px">of</span> <span style="font-size:17px">Rome</span> and <span style="font-size:17px">had</span> <span style="font-size:17px">been</span> <span style="font-size:17px">persecuted</span> in <span style="font-size:17px">Paris</span> for his	been a bishop of the <em>Church</em> of Rome and had been	<span style="font-size:17px">been</span> a <span style="font-size:17px">bishop</span> of the <em>Church</em> <span style="font-size:17px">of</span> <span style="font-size:17px">Rome</span> and <span style="font-size:17px">had</span> <span style="font-size:17px">been</span>	<span style="font-size:17px">been</span> a <span style="font-size:17px">bishop</span> of the <em>Church</em> <span style="font-size:17px">of</span> <span style="font-size:17px">Rome</span> and <span style="font-size:17px">had</span> <span style="font-size:17px">been</span>
building	True	10.0	10.0	5.0	5.0	br-k13	c1	C	church/N/br-k13/533	church	Harold indicated the photograph on the wall and asked what <em>church</em> the stone sculpture was in . Eugene told him and	<span style="font-size:17px">Harold</span> <span style="font-size:17px">indicated</span> the <span style="font-size:17px">photograph</span> on the <span style="font-size:17px">wall</span> and <span style="font-size:17px">asked</span> what <em>church</em> the <span style="font-size:17px">stone</span> <span style="font-size:17px">sculpture</span> <span style="font-size:17px">was</span> in . <span style="font-size:17px">Eugene</span> <span style="font-size:17px">told</span> him and	<span style="font-size:17px">Harold</span> <span style="font-size:17px">indicated</span> the <span style="font-size:17px">photograph</span> on the <span style="font-size:17px">wall</span> and <span style="font-size:17px">asked</span> what <em>church</em> the <span style="font-size:17px">stone</span> <span style="font-size:17px">sculpture</span> <span style="font-size:17px">was</span> in . <span style="font-size:17px">Eugene</span> <span style="font-size:17px">told</span> him and	the wall and asked what <em>church</em> the stone sculpture was in	the <span style="font-size:17px">wall</span> and <span style="font-size:17px">asked</span> what <em>church</em> the <span style="font-size:17px">stone</span> <span style="font-size:17px">sculpture</span> <span style="font-size:17px">was</span> in	the <span style="font-size:17px">wall</span> and <span style="font-size:17px">asked</span> what <em>church</em> the <span style="font-size:17px">stone</span> <span style="font-size:17px">sculpture</span> <span style="font-size:17px">was</span> in
building	True	10.0	11.0	5.0	6.0	br-k14	c1	C	church/N/br-k14/825	church	section was in Trastevere , near the Tiber at the <em>church</em> of San Francesco a Ripa . The colony had been	<span style="font-size:17px">section</span> <span style="font-size:17px">was</span> in <span style="font-size:17px">Trastevere</span> , <span style="font-size:17px">near</span> the <span style="font-size:17px">Tiber</span> at the <em>church</em> of <span style="font-size:17px">San</span> <span style="font-size:17px">Francesco</span> <span style="font-size:17px">a</span> Ripa . The <span style="font-size:17px">colony</span> <span style="font-size:17px">had</span> <span style="font-size:17px">been</span>	<span style="font-size:17px">section</span> <span style="font-size:17px">was</span> in <span style="font-size:17px">Trastevere</span> , <span style="font-size:17px">near</span> the <span style="font-size:17px">Tiber</span> at the <em>church</em> of <span style="font-size:17px">San</span> <span style="font-size:17px">Francesco</span> <span style="font-size:17px">a</span> <span style="font-size:17px">Ripa</span> . The <span style="font-size:17px">colony</span> <span style="font-size:17px">had</span> <span style="font-size:17px">been</span>	near the Tiber at the <em>church</em> of San Francesco a Ripa	<span style="font-size:17px">near</span> the <span style="font-size:17px">Tiber</span> at the <em>church</em> of <span style="font-size:17px">San</span> <span style="font-size:17px">Francesco</span> <span style="font-size:17px">a</span> Ripa	<span style="font-size:17px">near</span> the <span style="font-size:17px">Tiber</span> at the <em>church</em> of <span style="font-size:17px">San</span> <span style="font-size:17px">Francesco</span> <span style="font-size:17px">a</span> <span style="font-size:17px">Ripa</span>
organization	False	7.0	7.0	3.0	3.0	br-k14	a2	A	church/N/br-k14/1113	Church	not want my people to get in trouble with the <em>Church</em> '' . `` I am working for the Cardinal of	not <span style="font-size:17px">want</span> my <span style="font-size:17px">people</span> to <span style="font-size:17px">get</span> in <span style="font-size:17px">trouble</span> with the <em>Church</em> '' . `` I <span style="font-size:17px">am</span> <span style="font-size:17px">working</span> for the <span style="font-size:17px">Cardinal</span> of	not <span style="font-size:17px">want</span> my <span style="font-size:17px">people</span> to <span style="font-size:17px">get</span> in <span style="font-size:17px">trouble</span> with the <em>Church</em> '' . `` I <span style="font-size:17px">am</span> <span style="font-size:17px">working</span> for the <span style="font-size:17px">Cardinal</span> of	get in trouble with the <em>Church</em> '' . `` I am	<span style="font-size:17px">get</span> in <span style="font-size:17px">trouble</span> with the <em>Church</em> '' . `` I <span style="font-size:17px">am</span>	<span style="font-size:17px">get</span> in <span style="font-size:17px">trouble</span> with the <em>Church</em> '' . `` I <span style="font-size:17px">am</span>
building	True	11.0	11.0	6.0	6.0	br-k15	c1	C	church/N/br-k15/188	church	They held the funeral the next morning from the crossroads <em>church</em> and buried the little box in the quiet family plot	They <span style="font-size:17px">held</span> the <span style="font-size:17px">funeral</span> the <span style="font-size:17px">next</span> <span style="font-size:17px">morning</span> from the <span style="font-size:17px">crossroads</span> <em>church</em> and <span style="font-size:17px">buried</span> the <span style="font-size:17px">little</span> <span style="font-size:17px">box</span> in the <span style="font-size:17px">quiet</span> <span style="font-size:17px">family</span> <span style="font-size:17px">plot</span>	They <span style="font-size:17px">held</span> the <span style="font-size:17px">funeral</span> the <span style="font-size:17px">next</span> <span style="font-size:17px">morning</span> from the <span style="font-size:17px">crossroads</span> <em>church</em> and <span style="font-size:17px">buried</span> the <span style="font-size:17px">little</span> <span style="font-size:17px">box</span> in the <span style="font-size:17px">quiet</span> <span style="font-size:17px">family</span> <span style="font-size:17px">plot</span>	next morning from the crossroads <em>church</em> and buried the little box	<span style="font-size:17px">next</span> <span style="font-size:17px">morning</span> from the <span style="font-size:17px">crossroads</span> <em>church</em> and <span style="font-size:17px">buried</span> the <span style="font-size:17px">little</span> <span style="font-size:17px">box</span>	<span style="font-size:17px">next</span> <span style="font-size:17px">morning</span> from the <span style="font-size:17px">crossroads</span> <em>church</em> and <span style="font-size:17px">buried</span> the <span style="font-size:17px">little</span> <span style="font-size:17px">box</span>
building	True	8.0	11.0	4.0	5.0	br-k16	c1	C	church/N/br-k16/1429	church	Along Wappinger Creek in Dutchess County , past the white <em>church</em> at Fishkill , past Verplanck 's Point on the east	Along Wappinger <span style="font-size:17px">Creek</span> in <span style="font-size:17px">Dutchess</span> <span style="font-size:17px">County</span> , <span style="font-size:17px">past</span> the <span style="font-size:17px">white</span> <em>church</em> at <span style="font-size:17px">Fishkill</span> , <span style="font-size:17px">past</span> Verplanck <span style="font-size:17px">'s</span> <span style="font-size:17px">Point</span> on the east	Along <span style="font-size:17px">Wappinger</span> <span style="font-size:17px">Creek</span> in <span style="font-size:17px">Dutchess</span> <span style="font-size:17px">County</span> , <span style="font-size:17px">past</span> the <span style="font-size:17px">white</span> <em>church</em> at <span style="font-size:17px">Fishkill</span> , <span style="font-size:17px">past</span> <span style="font-size:17px">Verplanck</span> <span style="font-size:17px">'s</span> <span style="font-size:17px">Point</span> on the <span style="font-size:17px">east</span>	County , past the white <em>church</em> at Fishkill , past Verplanck	<span style="font-size:17px">County</span> , <span style="font-size:17px">past</span> the <span style="font-size:17px">white</span> <em>church</em> at <span style="font-size:17px">Fishkill</span> , <span style="font-size:17px">past</span> Verplanck	<span style="font-size:17px">County</span> , <span style="font-size:17px">past</span> the <span style="font-size:17px">white</span> <em>church</em> at <span style="font-size:17px">Fishkill</span> , <span style="font-size:17px">past</span> <span style="font-size:17px">Verplanck</span>
building	True	9.0	10.0	4.0	5.0	br-k16	c1	C	church/N/br-k16/2294	church	he was a boy - yes , in a white <em>church</em> with a thin spur steeple in the patriarchal Hudson Valley	he <span style="font-size:17px">was</span> a <span style="font-size:17px">boy</span> - yes , in a <span style="font-size:17px">white</span> <em>church</em> with a <span style="font-size:17px">thin</span> <span style="font-size:17px">spur</span> <span style="font-size:17px">steeple</span> in the <span style="font-size:17px">patriarchal</span> <span style="font-size:17px">Hudson</span> <span style="font-size:17px">Valley</span>	he <span style="font-size:17px">was</span> a <span style="font-size:17px">boy</span> - <span style="font-size:17px">yes</span> , in a <span style="font-size:17px">white</span> <em>church</em> with a <span style="font-size:17px">thin</span> <span style="font-size:17px">spur</span> <span style="font-size:17px">steeple</span> in the <span style="font-size:17px">patriarchal</span> <span style="font-size:17px">Hudson</span> <span style="font-size:17px">Valley</span>	yes , in a white <em>church</em> with a thin spur steeple	yes , in a <span style="font-size:17px">white</span> <em>church</em> with a <span style="font-size:17px">thin</span> <span style="font-size:17px">spur</span> <span style="font-size:17px">steeple</span>	<span style="font-size:17px">yes</span> , in a <span style="font-size:17px">white</span> <em>church</em> with a <span style="font-size:17px">thin</span> <span style="font-size:17px">spur</span> <span style="font-size:17px">steeple</span>
organization	False	7.0	8.0	2.0	2.0	br-k19	a2	A	church/N/br-k19/168	church	for a more exalted office in the hierarchy of the <em>church</em> - his ambitions for the bishopry had died very early	for a more <span style="font-size:17px">exalted</span> <span style="font-size:17px">office</span> in the <span style="font-size:17px">hierarchy</span> of the <em>church</em> - his <span style="font-size:17px">ambitions</span> for the bishopry <span style="font-size:17px">had</span> <span style="font-size:17px">died</span> very <span style="font-size:17px">early</span>	for a more <span style="font-size:17px">exalted</span> <span style="font-size:17px">office</span> in the <span style="font-size:17px">hierarchy</span> of the <em>church</em> - his <span style="font-size:17px">ambitions</span> for the <span style="font-size:17px">bishopry</span> <span style="font-size:17px">had</span> <span style="font-size:17px">died</span> very <span style="font-size:17px">early</span>	in the hierarchy of the <em>church</em> - his ambitions for the	in the <span style="font-size:17px">hierarchy</span> of the <em>church</em> - his <span style="font-size:17px">ambitions</span> for the	in the <span style="font-size:17px">hierarchy</span> of the <em>church</em> - his <span style="font-size:17px">ambitions</span> for the
organization	False	7.0	8.0	2.0	3.0	br-k19	a1	A	church/N/br-k19/213	church	of this desire was due to his devotion to the <em>church</em> and how much was his own ego , demanding to	of this <span style="font-size:17px">desire</span> <span style="font-size:17px">was</span> <span style="font-size:17px">due</span> to his <span style="font-size:17px">devotion</span> to the <em>church</em> and how much <span style="font-size:17px">was</span> his <span style="font-size:17px">own</span> <span style="font-size:17px">ego</span> , <span style="font-size:17px">demanding</span> to	of this <span style="font-size:17px">desire</span> <span style="font-size:17px">was</span> <span style="font-size:17px">due</span> to his <span style="font-size:17px">devotion</span> to the <em>church</em> and how <span style="font-size:17px">much</span> <span style="font-size:17px">was</span> his <span style="font-size:17px">own</span> <span style="font-size:17px">ego</span> , <span style="font-size:17px">demanding</span> to	to his devotion to the <em>church</em> and how much was his	to his <span style="font-size:17px">devotion</span> to the <em>church</em> and how much <span style="font-size:17px">was</span> his	to his <span style="font-size:17px">devotion</span> to the <em>church</em> and how <span style="font-size:17px">much</span> <span style="font-size:17px">was</span> his
building	True	8.0	8.0	3.0	3.0	br-k25	c1	C	church/N/br-k25/80	church	whether a private residence in his Pennsylvania county or a <em>church</em> in Brazil , without it being obvious that he had	whether a <span style="font-size:17px">private</span> <span style="font-size:17px">residence</span> in his <span style="font-size:17px">Pennsylvania</span> <span style="font-size:17px">county</span> or a <em>church</em> in <span style="font-size:17px">Brazil</span> , without it <span style="font-size:17px">being</span> <span style="font-size:17px">obvious</span> that he <span style="font-size:17px">had</span>	whether a <span style="font-size:17px">private</span> <span style="font-size:17px">residence</span> in his <span style="font-size:17px">Pennsylvania</span> <span style="font-size:17px">county</span> or a <em>church</em> in <span style="font-size:17px">Brazil</span> , without it <span style="font-size:17px">being</span> <span style="font-size:17px">obvious</span> that he <span style="font-size:17px">had</span>	his Pennsylvania county or a <em>church</em> in Brazil , without it	his <span style="font-size:17px">Pennsylvania</span> <span style="font-size:17px">county</span> or a <em>church</em> in <span style="font-size:17px">Brazil</span> , without it	his <span style="font-size:17px">Pennsylvania</span> <span style="font-size:17px">county</span> or a <em>church</em> in <span style="font-size:17px">Brazil</span> , without it
service	False	7.0	7.0	2.0	2.0	br-l08	c3	C	church/N/br-l08/1824	church	n't feel good on Sunday , could n't go to <em>church</em> - there 'd be a little argument , but she	n't <span style="font-size:17px">feel</span> <span style="font-size:17px">good</span> on <span style="font-size:17px">Sunday</span> , could n't <span style="font-size:17px">go</span> to <em>church</em> - there 'd <span style="font-size:17px">be</span> a <span style="font-size:17px">little</span> <span style="font-size:17px">argument</span> , but she	n't <span style="font-size:17px">feel</span> <span style="font-size:17px">good</span> on <span style="font-size:17px">Sunday</span> , could n't <span style="font-size:17px">go</span> to <em>church</em> - there 'd <span style="font-size:17px">be</span> a <span style="font-size:17px">little</span> <span style="font-size:17px">argument</span> , but she	, could n't go to <em>church</em> - there 'd be a	, could n't <span style="font-size:17px">go</span> to <em>church</em> - there 'd <span style="font-size:17px">be</span> a	, could n't <span style="font-size:17px">go</span> to <em>church</em> - there 'd <span style="font-size:17px">be</span> a
congregation	False	8.0	10.0	4.0	5.0	br-l08	c2	C	church/N/br-l08/2109	church	foreign sounding names , the ones went to the same <em>church</em> and - Different place , different job , different people	<span style="font-size:17px">foreign</span> sounding <span style="font-size:17px">names</span> , the <span style="font-size:17px">ones</span> <span style="font-size:17px">went</span> to the same <em>church</em> and - <span style="font-size:17px">Different</span> <span style="font-size:17px">place</span> , <span style="font-size:17px">different</span> <span style="font-size:17px">job</span> , <span style="font-size:17px">different</span> <span style="font-size:17px">people</span>	<span style="font-size:17px">foreign</span> <span style="font-size:17px">sounding</span> <span style="font-size:17px">names</span> , the <span style="font-size:17px">ones</span> <span style="font-size:17px">went</span> to the <span style="font-size:17px">same</span> <em>church</em> and - <span style="font-size:17px">Different</span> <span style="font-size:17px">place</span> , <span style="font-size:17px">different</span> <span style="font-size:17px">job</span> , <span style="font-size:17px">different</span> <span style="font-size:17px">people</span>	ones went to the same <em>church</em> and - Different place ,	<span style="font-size:17px">ones</span> <span style="font-size:17px">went</span> to the same <em>church</em> and - <span style="font-size:17px">Different</span> <span style="font-size:17px">place</span> ,	<span style="font-size:17px">ones</span> <span style="font-size:17px">went</span> to the <span style="font-size:17px">same</span> <em>church</em> and - <span style="font-size:17px">Different</span> <span style="font-size:17px">place</span> ,
metalinguistic	False	6.0	7.0	3.0	3.0	br-m01			church/N/br-m01/232	church	he was learning to think in . The word `` <em>church</em> '' which turned up over and over again among Jubal	he <span style="font-size:17px">was</span> <span style="font-size:17px">learning</span> to <span style="font-size:17px">think</span> in . The <span style="font-size:17px">word</span> `` <em>church</em> '' which <span style="font-size:17px">turned</span> <span style="font-size:17px">up</span> over and over again among Jubal	he <span style="font-size:17px">was</span> <span style="font-size:17px">learning</span> to <span style="font-size:17px">think</span> in . The <span style="font-size:17px">word</span> `` <em>church</em> '' which <span style="font-size:17px">turned</span> <span style="font-size:17px">up</span> over and over again among <span style="font-size:17px">Jubal</span>	in . The word `` <em>church</em> '' which turned up over	in . The <span style="font-size:17px">word</span> `` <em>church</em> '' which <span style="font-size:17px">turned</span> <span style="font-size:17px">up</span> over	in . The <span style="font-size:17px">word</span> `` <em>church</em> '' which <span style="font-size:17px">turned</span> <span style="font-size:17px">up</span> over
metalinguistic	False	6.0	6.0	2.0	2.0	br-m01			church/N/br-m01/263	church	Martian concept to match it - unless one took `` <em>church</em> '' and `` worship '' and `` God '' and	<span style="font-size:17px">Martian</span> <span style="font-size:17px">concept</span> to <span style="font-size:17px">match</span> it - unless one <span style="font-size:17px">took</span> `` <em>church</em> '' and `` <span style="font-size:17px">worship</span> '' and `` <span style="font-size:17px">God</span> '' and	<span style="font-size:17px">Martian</span> <span style="font-size:17px">concept</span> to <span style="font-size:17px">match</span> it - unless one <span style="font-size:17px">took</span> `` <em>church</em> '' and `` <span style="font-size:17px">worship</span> '' and `` <span style="font-size:17px">God</span> '' and	- unless one took `` <em>church</em> '' and `` worship ''	- unless one <span style="font-size:17px">took</span> `` <em>church</em> '' and `` <span style="font-size:17px">worship</span> ''	- unless one <span style="font-size:17px">took</span> `` <em>church</em> '' and `` <span style="font-size:17px">worship</span> ''
organization	False	11.0	12.0	6.0	6.0	br-m01	a2	A	church/N/br-m01/1680	Church	. Fosterite bishops , after secret conclave , announced the <em>Church</em> 's second Major Miracle : Supreme Bishop Digby had been	. Fosterite <span style="font-size:17px">bishops</span> , after <span style="font-size:17px">secret</span> <span style="font-size:17px">conclave</span> , <span style="font-size:17px">announced</span> the <em>Church</em> 's <span style="font-size:17px">second</span> <span style="font-size:17px">Major</span> <span style="font-size:17px">Miracle</span> : <span style="font-size:17px">Supreme</span> <span style="font-size:17px">Bishop</span> <span style="font-size:17px">Digby</span> <span style="font-size:17px">had</span> <span style="font-size:17px">been</span>	. <span style="font-size:17px">Fosterite</span> <span style="font-size:17px">bishops</span> , after <span style="font-size:17px">secret</span> <span style="font-size:17px">conclave</span> , <span style="font-size:17px">announced</span> the <em>Church</em> 's <span style="font-size:17px">second</span> <span style="font-size:17px">Major</span> <span style="font-size:17px">Miracle</span> : <span style="font-size:17px">Supreme</span> <span style="font-size:17px">Bishop</span> <span style="font-size:17px">Digby</span> <span style="font-size:17px">had</span> <span style="font-size:17px">been</span>	secret conclave , announced the <em>Church</em> 's second Major Miracle :	<span style="font-size:17px">secret</span> <span style="font-size:17px">conclave</span> , <span style="font-size:17px">announced</span> the <em>Church</em> 's <span style="font-size:17px">second</span> <span style="font-size:17px">Major</span> <span style="font-size:17px">Miracle</span> :	<span style="font-size:17px">secret</span> <span style="font-size:17px">conclave</span> , <span style="font-size:17px">announced</span> the <em>Church</em> 's <span style="font-size:17px">second</span> <span style="font-size:17px">Major</span> <span style="font-size:17px">Miracle</span> :
service	False	9.0	11.0	4.0	5.0	br-m01			church/N/br-m01/2358	church	continued most of the week following that ill-starred trip to <em>church</em> , during which period Mike stayed in his room and	<span style="font-size:17px">continued</span> most <span style="font-size:17px">of</span> the <span style="font-size:17px">week</span> <span style="font-size:17px">following</span> that ill-starred <span style="font-size:17px">trip</span> to <em>church</em> , during which <span style="font-size:17px">period</span> <span style="font-size:17px">Mike</span> <span style="font-size:17px">stayed</span> in his <span style="font-size:17px">room</span> and	<span style="font-size:17px">continued</span> <span style="font-size:17px">most</span> <span style="font-size:17px">of</span> the <span style="font-size:17px">week</span> <span style="font-size:17px">following</span> that <span style="font-size:17px">ill-starred</span> <span style="font-size:17px">trip</span> to <em>church</em> , during which <span style="font-size:17px">period</span> <span style="font-size:17px">Mike</span> <span style="font-size:17px">stayed</span> in his <span style="font-size:17px">room</span> and	following that ill-starred trip to <em>church</em> , during which period Mike	<span style="font-size:17px">following</span> that ill-starred <span style="font-size:17px">trip</span> to <em>church</em> , during which <span style="font-size:17px">period</span> <span style="font-size:17px">Mike</span>	<span style="font-size:17px">following</span> that <span style="font-size:17px">ill-starred</span> <span style="font-size:17px">trip</span> to <em>church</em> , during which <span style="font-size:17px">period</span> <span style="font-size:17px">Mike</span>
service	False	9.0	10.0	4.0	5.0	br-p01	c3	C	church/N/br-p01/222	church	elders . Youth obeyed when commanded . It went to <em>church</em> on Sunday and one Saturday a month went to confession	<span style="font-size:17px">elders</span> . <span style="font-size:17px">Youth</span> <span style="font-size:17px">obeyed</span> when <span style="font-size:17px">commanded</span> . It <span style="font-size:17px">went</span> to <em>church</em> on <span style="font-size:17px">Sunday</span> and one <span style="font-size:17px">Saturday</span> a <span style="font-size:17px">month</span> <span style="font-size:17px">went</span> to <span style="font-size:17px">confession</span>	<span style="font-size:17px">elders</span> . <span style="font-size:17px">Youth</span> <span style="font-size:17px">obeyed</span> when <span style="font-size:17px">commanded</span> . It <span style="font-size:17px">went</span> to <em>church</em> on <span style="font-size:17px">Sunday</span> and <span style="font-size:17px">one</span> <span style="font-size:17px">Saturday</span> a <span style="font-size:17px">month</span> <span style="font-size:17px">went</span> to <span style="font-size:17px">confession</span>	commanded . It went to <em>church</em> on Sunday and one Saturday	<span style="font-size:17px">commanded</span> . It <span style="font-size:17px">went</span> to <em>church</em> on <span style="font-size:17px">Sunday</span> and one <span style="font-size:17px">Saturday</span>	<span style="font-size:17px">commanded</span> . It <span style="font-size:17px">went</span> to <em>church</em> on <span style="font-size:17px">Sunday</span> and <span style="font-size:17px">one</span> <span style="font-size:17px">Saturday</span>
building	True	6.0	6.0	2.0	2.0	br-p01	c1	C	church/N/br-p01/829	church	to Drexel Street and his back in opposition to the <em>church</em> behind him . For all he saw or cared to	to <span style="font-size:17px">Drexel</span> <span style="font-size:17px">Street</span> and his <span style="font-size:17px">back</span> in <span style="font-size:17px">opposition</span> to the <em>church</em> behind him . For all he <span style="font-size:17px">saw</span> or <span style="font-size:17px">cared</span> to	to <span style="font-size:17px">Drexel</span> <span style="font-size:17px">Street</span> and his <span style="font-size:17px">back</span> in <span style="font-size:17px">opposition</span> to the <em>church</em> behind him . For all he <span style="font-size:17px">saw</span> or <span style="font-size:17px">cared</span> to	back in opposition to the <em>church</em> behind him . For all	<span style="font-size:17px">back</span> in <span style="font-size:17px">opposition</span> to the <em>church</em> behind him . For all	<span style="font-size:17px">back</span> in <span style="font-size:17px">opposition</span> to the <em>church</em> behind him . For all
building	True	5.0	6.0	2.0	2.0	br-p01	c1	C	church/N/br-p01/1161	church	, rising with the hill to the top where the <em>church</em> was and beyond that to the cemetery . Only paved	, <span style="font-size:17px">rising</span> with the <span style="font-size:17px">hill</span> to the <span style="font-size:17px">top</span> where the <em>church</em> <span style="font-size:17px">was</span> and beyond that to the <span style="font-size:17px">cemetery</span> . Only paved	, <span style="font-size:17px">rising</span> with the <span style="font-size:17px">hill</span> to the <span style="font-size:17px">top</span> where the <em>church</em> <span style="font-size:17px">was</span> and beyond that to the <span style="font-size:17px">cemetery</span> . Only <span style="font-size:17px">paved</span>	to the top where the <em>church</em> was and beyond that to	to the <span style="font-size:17px">top</span> where the <em>church</em> <span style="font-size:17px">was</span> and beyond that to	to the <span style="font-size:17px">top</span> where the <em>church</em> <span style="font-size:17px">was</span> and beyond that to
service	False	6.0	7.0	3.0	3.0	br-p03	c3	C	church/N/br-p03/76	church	California . He 'd mentioned it , himself , at <em>church</em> and everybody seemed to have the idea that Tolley had	<span style="font-size:17px">California</span> . He 'd <span style="font-size:17px">mentioned</span> it , himself , at <em>church</em> and <span style="font-size:17px">everybody</span> <span style="font-size:17px">seemed</span> to <span style="font-size:17px">have</span> the <span style="font-size:17px">idea</span> that Tolley <span style="font-size:17px">had</span>	<span style="font-size:17px">California</span> . He 'd <span style="font-size:17px">mentioned</span> it , himself , at <em>church</em> and <span style="font-size:17px">everybody</span> <span style="font-size:17px">seemed</span> to <span style="font-size:17px">have</span> the <span style="font-size:17px">idea</span> that <span style="font-size:17px">Tolley</span> <span style="font-size:17px">had</span>	it , himself , at <em>church</em> and everybody seemed to have	it , himself , at <em>church</em> and <span style="font-size:17px">everybody</span> <span style="font-size:17px">seemed</span> to <span style="font-size:17px">have</span>	it , himself , at <em>church</em> and <span style="font-size:17px">everybody</span> <span style="font-size:17px">seemed</span> to <span style="font-size:17px">have</span>
service	False	5.0	5.0	3.0	3.0	br-p03	c3	C	church/N/br-p03/933	church	. And do n't tell me you did n't at <em>church</em> Sunday . I heard you '' ! He really had	. And <span style="font-size:17px">do</span> n't <span style="font-size:17px">tell</span> me you <span style="font-size:17px">did</span> n't at <em>church</em> <span style="font-size:17px">Sunday</span> . I <span style="font-size:17px">heard</span> you '' ! He really <span style="font-size:17px">had</span>	. And <span style="font-size:17px">do</span> n't <span style="font-size:17px">tell</span> me you <span style="font-size:17px">did</span> n't at <em>church</em> <span style="font-size:17px">Sunday</span> . I <span style="font-size:17px">heard</span> you '' ! He really <span style="font-size:17px">had</span>	me you did n't at <em>church</em> Sunday . I heard you	me you <span style="font-size:17px">did</span> n't at <em>church</em> <span style="font-size:17px">Sunday</span> . I <span style="font-size:17px">heard</span> you	me you <span style="font-size:17px">did</span> n't at <em>church</em> <span style="font-size:17px">Sunday</span> . I <span style="font-size:17px">heard</span> you
building	True	5.0	5.0	3.0	3.0	br-p04	c1	C	church/N/br-p04/983	church	door . To a Blackwell , there was only one <em>church</em> . The cemetery slumbered just behind it , and the	<span style="font-size:17px">door</span> . To a <span style="font-size:17px">Blackwell</span> , there <span style="font-size:17px">was</span> only one <em>church</em> . The <span style="font-size:17px">cemetery</span> <span style="font-size:17px">slumbered</span> just behind it , and the	<span style="font-size:17px">door</span> . To a <span style="font-size:17px">Blackwell</span> , there <span style="font-size:17px">was</span> only one <em>church</em> . The <span style="font-size:17px">cemetery</span> <span style="font-size:17px">slumbered</span> just behind it , and the	, there was only one <em>church</em> . The cemetery slumbered just	, there <span style="font-size:17px">was</span> only one <em>church</em> . The <span style="font-size:17px">cemetery</span> <span style="font-size:17px">slumbered</span> just	, there <span style="font-size:17px">was</span> only one <em>church</em> . The <span style="font-size:17px">cemetery</span> <span style="font-size:17px">slumbered</span> just
building	True	6.0	7.0	4.0	5.0	br-p04	c1	C	church/N/br-p04/2429	church	herself wondering what she would say to Doaty . Both <em>church</em> and graveyard were smaller than she remembered them ( how	herself <span style="font-size:17px">wondering</span> what she would <span style="font-size:17px">say</span> to Doaty . Both <em>church</em> and <span style="font-size:17px">graveyard</span> <span style="font-size:17px">were</span> <span style="font-size:17px">smaller</span> than she <span style="font-size:17px">remembered</span> them ( how	herself <span style="font-size:17px">wondering</span> what she would <span style="font-size:17px">say</span> to <span style="font-size:17px">Doaty</span> . Both <em>church</em> and <span style="font-size:17px">graveyard</span> <span style="font-size:17px">were</span> <span style="font-size:17px">smaller</span> than she <span style="font-size:17px">remembered</span> them ( how	say to Doaty . Both <em>church</em> and graveyard were smaller than	<span style="font-size:17px">say</span> to Doaty . Both <em>church</em> and <span style="font-size:17px">graveyard</span> <span style="font-size:17px">were</span> <span style="font-size:17px">smaller</span> than	<span style="font-size:17px">say</span> to <span style="font-size:17px">Doaty</span> . Both <em>church</em> and <span style="font-size:17px">graveyard</span> <span style="font-size:17px">were</span> <span style="font-size:17px">smaller</span> than
congregation	False	7.0	7.0	3.0	3.0	br-p06	b	B	church/N/br-p06/425	church	do '' ? she said , semi-professionally . `` Our <em>church</em> is sponsoring a group of very courageous women up in	<span style="font-size:17px">do</span> '' ? she <span style="font-size:17px">said</span> , semi-professionally . `` Our <em>church</em> <span style="font-size:17px">is</span> <span style="font-size:17px">sponsoring</span> a <span style="font-size:17px">group</span> of very <span style="font-size:17px">courageous</span> <span style="font-size:17px">women</span> up in	<span style="font-size:17px">do</span> '' ? she <span style="font-size:17px">said</span> , semi-professionally . `` Our <em>church</em> <span style="font-size:17px">is</span> <span style="font-size:17px">sponsoring</span> a <span style="font-size:17px">group</span> of very <span style="font-size:17px">courageous</span> <span style="font-size:17px">women</span> up in	, semi-professionally . `` Our <em>church</em> is sponsoring a group of	, semi-professionally . `` Our <em>church</em> <span style="font-size:17px">is</span> <span style="font-size:17px">sponsoring</span> a <span style="font-size:17px">group</span> of	, semi-professionally . `` Our <em>church</em> <span style="font-size:17px">is</span> <span style="font-size:17px">sponsoring</span> a <span style="font-size:17px">group</span> of
